,City,State,Latitude,Longitude
10351,Tampa,FL,,
10352,Taunton,MA,,
10353,San Jacinto,CA,,
10354,Villa Rica,GA,,
10355,Pleasanton,CA,,
10357,Carnesville,GA,,
10358,Lake CIty,FL,,
10360,Miami,FL,,
10361,Baton,NC,,
10362,Worcester,VT,,
10363,Winder,GA,,
10364,Lake Worth,FL,,
10365,Hixson,TN,,
10366,Ft. White,FL,,
10367,Lula,GA,,
10368,High Point,NC,,
10369,Williston,FL,,
10370,Virginia Beach,VA,,
10371,Albany (near),NY,,
10372,Miami,FL,,
10373,Fort Pierce,FL,,
10374,Smyrna,GA,,
10375,Pittsboro,NC,,
10376,Benzie County,MI,,
10377,Richmond,VA,,
10378,Greenville,NH,,
10379,Monroe,GA,,
10381,Dothan,AL,,
10382,Dora,AL,,
10383,Gardendale,AL,,
10384,Tallahassee,FL,,
10385,Mystic  - New Haven,CT,,
10386,Shelby,AL,,
10387,Fair Oaks,CA,,
10388,Phippsburg,ME,,
10389,Barre,VT,,
10390,Penn Valley,CA,,
10391,Yuma,AZ,,
10392,Zimmerman,MN,,
10393,Olathe,KS,,
10394,Troutdale,OR,,
10395,Dinuba,CA,,
10397,Jamaica,NY,,
10398,Olathe,KS,,
10399,San Francisco,CA,,
10400,Portland,OR,,
10401,Salem,OR,,
10402,Carpinteria/Santa Barbara,CA,,
10403,Corvallis,OR,,
10404,Spokane,WA,,
10406,Alamo,CA,,
10407,Burlington,CO,,
10409,Olathe,KS,,
10412,Dallas,TX,,
10413,Warren,PA,,
10415,Columbus,GA,,
10416,Farmington,ME,,
10417,Black Diamond,WA,,
10418,Boynton Beach,FL,,
10419,Edinboro,PA,,
10420,West Warwick,RI,,
10423,Covington,GA,,
10424,Mount Pleasant,MI,,
10425,Port Townsend,WA,,
10426,Colorado City,CO,,
10427,Burlington,CO,,
10428,Palatka,FL,,
10429,Ware,MA,,
10430,Seminole,FL,,
10431,Johnson City,TN,,
10432,Lower Burrell,PA,,
10433,Robinson,TX,,
10434,Tucson,AZ,,
10435,Jacksonville,FL,,
10436,Hemet,CA,,
10437,Jacksonville,FL,,
10438,Valley View/Sanger (between),TX,,
10439,Longwood/Lake Mary,FL,,
10440,Sylva,NC,,
10441,Window Rock,AZ,,
10443,Current,NV,,
10444,Tyler,TX,,
10445,San Antonio,TX,,
10446,North Las Vegas,NV,,
10447,Las Vegas,NV,,
10448,Burbank,CA,,
10449,Kihei,HI,,
10450,Monroe,NC,,
10451,Oceanside,CA,,
10452,Beaver Dam,AZ,,
10453,Albuquerque,NM,,
10454,Albuquerque,NM,,
10455,El Valle,NM,,
10456,Owensboro,KY,,
10457,Albuquerque,NM,,
10458,Tahlequah,OK,,
10459,Boulder,CO,,
10460,Manito,IL,,
10461,Jacksonville,FL,,
10462,Spokane,WA,,
10463,Port St. Lucie,FL,,
10465,Sand Springs,OK,,
10466,Los Angeles,CA,,
10467,Metalton,AR,,
10468,Metalton,AR,,
10470,Sapulpa,OK,,
10471,Niles,OH,,
10472,Murrieta,CA,,
10473,Stockton,CA,,
10474,Scipio,IN,,
10475,Huntington,KY,,
10476,Corpus Christi,TX,,
10477,Alpharetta,GA,,
10478,Blue Springs,MO,,
10479,Lakeland,FL,,
10480,Pico Rivera,CA,,
10481,Mayville,NY,,
10483,Columbus,GA,,
10484,Columbus,GA,,
10485,Kailua,HI,,
10486,Tupper Lake,NY,,
10487,Mayville,NY,,
10488,Paradise,CA,,
10489,Stateline/Minden,NV,,
10490,Athens,TX,,
10491,Irvine,CA,,
10492,Westminster,MD,,
10493,Lake Havasu City,AZ,,
10494,Columbus,OH,,
10495,Willow Island,WV,,
10496,Lake Elsinore,CA,,
10497,Lake Elsinore,CA,,
10498,New York,NY,,
10499,Charlotte,NC,,
10500,Lisle,IL,,
10501,Stafford,VA,,
10502,Cortez,CO,,
10503,Mission,SD,,
10504,Cape Coral,FL,,
10505,Myrtle Beach,SC,,
10506,Advance,NC,,
10507,Oklahoma (southeastern),OK,,
10509,Copperas Cove,TX,,
10510,Ocala,FL,,
10511,Oklahoma City,OK,,
10512,Sorrento,FL,,
10513,Kings Park,NY,,
10514,Weston,MO,,
10515,Point Pleasant Beach nj,NJ,,
10516,Santa Rosa,CA,,
10517,Versailles,KY,,
10518,Denver,CO,,
10519,Tilton,NH,,
10520,Lancaster,KY,,
10521,Burbank,CA,,
10522,North Franklin,CT,,
10524,Canyon,TX,,
10525,Port St. Lucie,FL,,
10526,Beecher,IL,,
10527,Murphy,TX,,
10528,Boston,MA,,
10529,Mt. Laguna,CA,,
10530,Cordova,TN,,
10531,Northridge,CA,,
10532,Maize,KS,,
10533,Santa Clarita/Palmdale (between),CA,,
10534,Waynesburg,OH,,
10535,Rockford,IL,,
10536,Ballston Spa,NY,,
10537,,NY,,
10538,Rocky Mount,NC,,
10539,Livingston,AL,,
10540,St. Augustine,FL,,
10541,Ft. Lauderdale,FL,,
10542,Mesquite,TX,,
10543,Presque Isle,ME,,
10544,Easley,SC,,
10547,Ojibwa/Exeland,WI,,
10548,Corona,CA,,
10549,San Diego,CA,,
10550,Lost Hills,CA,,
10551,Cary,IL,,
10552,Apalachicola,FL,,
10553,Apalachicola,FL,,
10554,Briarwood (Queens),NY,,
10555,Oxford,CT,,
10556,Ellicott City,MD,,
10558,Tazewell,TN,,
10560,Glendale,AZ,,
10562,Charlotte,NC,,
10563,Sheffield,PA,,
10564,Low Moor,VA,,
10565,Los Angeles,CA,,
10566,Fullerton,CA,,
10567,Yorba Linda,CA,,
10568,Placentia,CA,,
10569,Yorba Linda,CA,,
10570,Yorba Linda,CA,,
10571,Anaheim,CA,,
10572,Anaheim/Brea/Diamond Bar,CA,,
10573,Fort Myers,FL,,
10574,Denver,CO,,
10575,Johnson City (near),TN,,
10576,Baltimore,MD,,
10577,Brea,CA,,
10578,Portland,OR,,
10579,Anthony,FL,,
10580,Wildwood,FL,,
10581,Albuquerque,NM,,
10582,Maiden,NC,,
10583,Colquitt,GA,,
10584,Tacoma,WA,,
10587,Davis,CA,,
10588,Acworth,GA,,
10590,Florence,AL,,
10591,Montgomery,TX,,
10592,North Riverside,IL,,
10593,North East/Bel Air,MD,,
10594,Newport News,VA,,
10595,Fredericksburg,VA,,
10596,Las Vegas,NV,,
10597,Powder Springs,GA,,
10598,Dublin,GA,,
10599,Valley,AL,,
10600,Waddington,NY,,
10601,Eustis,FL,,
10602,Hammond,IN,,
10603,Hayward,CA,,
10604,Hammond,IN,,
10605,Auburn,AL,,
10606,White Plains,NY,,
10607,Fort Myers,FL,,
10608,Stonington,CT,,
10610,Austin,TX,,
10611,Windsor,VA,,
10612,Mims,FL,,
10613,Mims,FL,,
10614,Smithtown,NY,,
10615,Plumsteadville,PA,,
10616,St. George,UT,,
10617,Ft. Pierce,FL,,
10618,Mokena,IL,,
10619,Newton,MA,,
10620,Milpitas,CA,,
10621,Seattle,WA,,
10622,Boulder,CO,,
10624,Greenwood,IN,,
10625,Martinsville,IN,,
10626,Chicago,IL,,
10627,Wahkiki,HI,,
10628,Clarence,NY,,
10629,Baton Rouge,LA,,
10630,Fayetteville,NC,,
10631,Taft,CA,,
10632,Crowley,TX,,
10635,Danville,KY,,
10636,Norwood,MA,,
10638,Apache Junction,AZ,,
10639,Lehi,UT,,
10640,Henderson,NV,,
10641,Ashton,WV,,
10642,Newburgh,NY,,
10643,Denton,TX,,
10646,Haleyville,AL,,
10647,Lancaster,CA,,
10648,Elmhurst,IL,,
10650,Oak Lawn,IL,,
10651,Batesville,AR,,
10652,Janesville,CA,,
10653,Indiana,PA,,
10654,Marysville,WA,,
10655,Morgan Hill,CA,,
10656,Fircrest,WA,,
10657,Lebanon,OR,,
10659,San Antonio,TX,,
10660,Des Peres,MO,,
10661,Denver,CO,,
10662,Tallmadge,OH,,
10663,East Dublin,GA,,
10664,East Dublin,GA,,
10665,East Dublin,GA,,
10666,Aberdeen,NJ,,
10668,Clarksville,TX,,
10669,Memphis,TN,,
10670,Penns Grove,DE,,
10671,La Mesa,CA,,
10673,Burbank,CA,,
10674,Grand Junction,CO,,
10675,Newark,OH,,
10677,Corydon,IN,,
10678,Maple Glen,PA,,
10679,Davis,CA,,
10680,Graham,WA,,
10681,Springtown,TX,,
10682,Springtown,TX,,
10683,Springtown,TX,,
10684,Cherryville,NC,,
10685,Riverhead,NY,,
10686,Brownstown,MI,,
10688,Red Lion,PA,,
10689,Madison,CT,,
10690,Brunswick,NY,,
10691,Freeport,ME,,
10692,East Pennsboro,PA,,
10693,Issaquah,WA,,
10694,New Hampton,NY,,
10695,Enigma,GA,,
10696,Fulshear,TX,,
10697,Callahan,FL,,
10698,Effingham,NH,,
10699,Adelanto,CA,,
10700,Baltimore,MD,,
10701,Azusa,CA,,
10702,Half Moon Bay,CA,,
10703,Kerens,TX,,
10704,Newburgh,NY,,
10705,New Providence,NJ,,
10706,Livingston,NJ,,
10707,Hagerstown,MD,,
10709,Altoona,IA,,
10710,Oklahoma City,OK,,
10711,Fall River,MA,,
10713,Old Bridge,NJ,,
10714,Denver,IN,,
10715,Gary,IN,,
10716,Fair Oaks (landings),IL,,
10717,Riverhead,NY,,
10718,Phoenix,AZ,,
10719,Chicago,IL,,
10720,Quartzsite,AZ,,
10721,North Falmouth,MA,,
10722,Wareham,MA,,
10723,Owasso,OK,,
10724,Pomfret,CT,,
10725,Long Beach (just south on the 405),CA,,
10726,Compton,CA,,
10727,Lakewood/South Gate/Lnywood  (105 East Freeway),CA,,
10728,St. Louis,MO,,
10729,Canon City,CO,,
10730,Spring Creek,NV,,
10731,Colfax,ND,,
10732,Warrenton,NC,,
10733,Carmel,IN,,
10734,Chapel Hill,NC,,
10735,Carriere,MS,,
10736,San Bernardino,CA,,
10737,Dixon,IL,,
10738,Highland,CA,,
10739,Roan Mountain,TN,,
10740,Springhill,LA,,
10741,Atchafalaya,LA,,
10742,Hamilton,TX,,
10743,Shepherd,TX,,
10744,Quad  cities (near; over I-88),IL,,
10745,Rockville,MD,,
10746,Sugarcreek,OH,,
10747,Sheffield Lake,OH,,
10749,Canon,GA,,
10750,Altamonte Springs,FL,,
10751,Alvin,TX,,
10752,Swanburg,MN,,
10753,Yuma (east of),AZ,,
10754,Racine,WI,,
10755,Longwood,FL,,
10756,Lakeway,TX,,
10757,Pomona,CA,,
10758,Goleta,CA,,
10759,Ukiah,CA,,
10760,Allentown,PA,,
10761,Stephenville,TX,,
10762,Conway,AR,,
10763,Dunstable,MA,,
10764,Gulf of Mexico,TX,,
10765,Grand prairie,TX,,
10766,Hampstead,NH,,
10767,Stanhope,NJ,,
10768,San Francisco,CA,,
10769,Las Vegas,NV,,
10770,Long Beach,CA,,
10771,Redondo Beach,CA,,
10772,Bath,PA,,
10774,Hampton,TN,,
10775,Lady Lake,FL,,
10776,Sevierville,TN,,
10777,Norwalk,CA,,
10778,Roslindale,MA,,
10779,Canonsburg,PA,,
10780,Limon,CO,,
10781,Marlton,NJ,,
10782,St. Petersburg,FL,,
10783,Santa Monica,CA,,
10784,Bloomfield Hills,MI,,
10786,Wapakoneta,OH,,
10787,Riverside,CA,,
10789,Russellton,PA,,
10790,Naples,FL,,
10792,Plano,TX,,
10794,Houston,TX,,
10795,Carmel,NY,,
10796,Phoenix,AZ,,
10797,Bergen,NY,,
10798,Gig Harbor,WA,,
10799,Laurel,MD,,
10800,Laguna Niguel,CA,,
10802,Poughkeepsie,NY,,
10803,Las Vegas,NV,,
10804,Davie,FL,,
10805,Sarasota,FL,,
10806,Lindenhurst,NY,,
10807,Louisville,KY,,
10808,Satellite Beach,FL,,
10809,Seminole,OK,,
10810,Clearwater Beach,FL,,
10811,Quatzsite,AZ,,
10813,Bloomington,IL,,
10815,Byron,NY,,
10816,Lebanon,IN,,
10817,Lancaster,CA,,
10818,San Antonio,TX,,
10819,Okmulgee,OK,,
10820,Clark,NJ,,
10821,Memphis,TN,,
10822,Livermore,CA,,
10823,Florissant,CO,,
10824,Valdosta,GA,,
10825,Tualatin,OR,,
10826,Sargent,TX,,
10827,Tulsa,OK,,
10828,Azle,TX,,
10829,Liberty Hill,TX,,
10830,San Jose,CA,,
10832,Waconia,MN,,
10833,Baird/Putnam (on I-20),TX,,
10834,Orlando (70 miles north of),FL,,
10835,Liberty Hill,TX,,
10836,Stephenville,TX,,
10837,Salado,TX,,
10838,Palm Desert,CA,,
10839,Stephenville,TX,,
10840,Stephenville,TX,,
10841,Ringgold,GA,,
10842,San Antonio,TX,,
10845,Los Angeles (LAX),CA,,
10846,York,PA,,
10847,Miami,FL,,
10848,Springfield,MA,,
10849,Dalton,GA,,
10850,Hagerstown,MD,,
10851,New Orleans,LA,,
10852,Stephenville,TX,,
10853,Ypslianti,MI,,
10854,Wichita (Goddard & Towns West),KS,,
10855,Parkers Cross Roads,TN,,
10856,Dale City,VA,,
10857,Philadelphia,PA,,
10858,Sebring,FL,,
10859,Bellingham,WA,,
10860,Cranston,RI,,
10861,Safford,AZ,,
10862,Homestead,FL,,
10863,Stephenville,TX,,
10864,Abilene,TX,,
10866,Germania,PA,,
10869,New Caney,TX,,
10870,Houston,TX,,
10871,Kingfisher,OK,,
10872,Topeka and Lawrence (between),KS,,
10873,Yardville,NJ,,
10874,Platteville,CO,,
10876,Virginia Beach,VA,,
10878,New Holland,PA,,
10880,Calvert,TX,,
10881,Morehead,KY,,
10882,New Britain,CT,,
10883,Indian Trail,NC,,
10885,Leeds,ME,,
10887,Houston,TX,,
10888,Lincolnshire,IL,,
10889,Hemphill,TX,,
10890,Indianapolis,IN,,
10892,Columbia,MO,,
10893,Harrisburg (in general area of),PA,,
10894,Flat Rock,AL,,
10895,Tunkhannock,PA,,
10896,Anaheim,CA,,
10897,Seattle,WA,,
10899,Medford and Murphy,OR,,
10900,West Warwick,RI,,
10901,Hope,ND,,
10902,Bloomsburg,PA,,
10903,Brewster,OH,,
10904,Clover,SC,,
10905,Temecula,CA,,
10906,Bozeman (Gallatin Range),MT,,
10907,"Washington, D.C.",DC,,
10908,Elmhurst,IL,,
10909,Shippensburg,PA,,
10910,Waldorf,MD,,
10911,Craig,CO,,
10912,Hattiesburg,MS,,
10914,Newalla,OK,,
10915,Westwood,CA,,
10918,Downey,CA,,
10919,Byron,GA,,
10921,Cameron,MO,,
10922,Bloomington,IL,,
10924,Yreka,CA,,
10925,Prairieville,LA,,
10926,Pottsboro,TX,,
10928,Waco,TX,,
10929,Catawba,SC,,
10931,Gainesville,FL,,
10932,Grafton,MA,,
10934,Port Richey,FL,,
10935,Seattle,WA,,
10936,Gainesville,FL,,
10937,San Diego,CA,,
10938,Santa Barbara,CA,,
10939,Jacksonville,FL,,
10940,Easley,SC,,
10941,Clayton,GA,,
10942,Gainesville,FL,,
10943,San Diego,CA,,
10944,Waycross,GA,,
10946,Citrus Heights,CA,,
10948,La Jolla,CA,,
10949,Bartlett,TN,,
10950,San Diego,CA,,
10951,San Diego,CA,,
10953,San Diego,CA,,
10955,Burbank,CA,,
10956,Massillon,OH,,
10958,Nunapitchuk,AK,,
10959,Antioch,CA,,
10960,Fremont,CA,,
10961,Las Vegas,NV,,
10962,El Cajon,CA,,
10963,Burbank,CA,,
10965,Burbank,CA,,
10967,Minneapolis (near; Hwy 81),KS,,
10968,Broken Arrow,OK,,
10969,Memphis,TN,,
10970,Celta,PA,,
10971,Otis,OR,,
10972,Jackson,MS,,
10973,Omaha,NE,,
10974,Elm City,NC,,
10975,Durant,OK,,
10976,Lakeview Estates,MO,,
10977,Virginia Beach,VA,,
10978,Allendale,CA,,
10979,Washingtonville,NY,,
10980,Gulfport,MS,,
10981,Salem (south of),VA,,
10982,Huntington,WV,,
10983,Reno,NV,,
10984,Hickory,NC,,
10985,Fort Worth,TX,,
10986,Albany,GA,,
10988,Dublin,CA,,
10989,Owasso,OK,,
10990,Santa Fe,NM,,
10991,Austin,TX,,
10992,Foothill Ranch,CA,,
10993,Enid,OK,,
10994,Alpine,TX,,
10995,Lake Havasu City,AZ,,
10996,Laguna Niguel,CA,,
10997,Havelock,NC,,
10998,North Aurora,IL,,
10999,Coral Springs,FL,,
11000,San Diego,CA,,
11001,Chesterfield,MO,,
11002,Lee Vining,CA,,
11003,College Station,TX,,
11004,Ann Arbor,MI,,
11005,Cardiff,CA,,
11006,Tacoma,WA,,
11007,Live Oak,FL,,
11008,Green Valley,AZ,,
11009,Green Valley,AZ,,
11010,Marlboro,VT,,
11011,San Fernando,CA,,
11012,Mastic,NY,,
11013,Long Beach,CA,,
11014,Dallas,TX,,
11015,Port St. Lucie,FL,,
11016,Lake Worth,FL,,
11017,Greenville,NC,,
11018,Phoenix,AZ,,
11019,Napa,CA,,
11020,Jericho,NY,,
11021,Brownsville,TX,,
11023,San Francisco,CA,,
11024,Benicia,CA,,
11025,Sayville,NY,,
11028,Wharton,NJ,,
11029,Riverside,CA,,
11030,Shelton,CT,,
11031,Montrose,CO,,
11034,San Antonio,TX,,
11035,Montvale / Upper Saddle River,NJ,,
11036,Elizabeth,NJ,,
11038,Carrollton,GA,,
11039,Florence,TX,,
11040,Dutton,AL,,
11041,Goose Creek,SC,,
11042,Dunedin,FL,,
11043,La Habra,CA,,
11044,El Paso,TX,,
11045,Crystal Lake,IL,,
11046,Wheaton,IL,,
11047,Cincinnati,OH,,
11048,Castro Valley,CA,,
11049,Lake Du Bay,WI,,
11050,Huntington Beach,CA,,
11051,Santa Fe,NM,,
11052,Deham Springs,LA,,
11053,Murrieta,CA,,
11054,Miami,FL,,
11055,Stevens Pass,WA,,
11056,Susquehanna,PA,,
11057,Kimbolton,OH,,
11058,Fort Worth,TX,,
11059,Hoyt Lakes,MN,,
11060,Oklahoma City,OK,,
11061,Converse,IN,,
11062,Purdy,NY,,
11063,Oscoda,MI,,
11064,Providence,RI,,
11065,Corpus Christi,TX,,
11066,Armada,MI,,
11067,San Jose,CA,,
11068,Fredericksburg,VA,,
11069,Galena,KS,,
11070,Manheim,PA,,
11071,Butte,MT,,
11072,Seattle,WA,,
11073,New Durham,NH,,
11074,Puyallup,WA,,
11075,Bethel,ME,,
11076,Jacksonville,FL,,
11077,Fayetteville,NC,,
11078,Waldorf,MD,,
11079,Huntingburg,IN,,
11080,Jacksonville,FL,,
11081,Ideal,GA,,
11082,Gila Bend,AZ,,
11083,Sharon,NH,,
11084,Burr Ridge,IL,,
11085,St. Louis,MO,,
11086,Los Angeles,CA,,
11088,Sharon,NH,,
11089,Penn Valley,CA,,
11090,Myrtle Beach,SC,,
11091,Blue Springs,MO,,
11092,Ray City,GA,,
11093,Myrtle Beach,SC,,
11094,Myrtle Beach,SC,,
11095,Auburn,WA,,
11096,Bloomington,IL,,
11097,Charlton,MA,,
11098,Claxton,GA,,
11100,Brea,CA,,
11101,Arco Dessert,ID,,
11102,Falling Waters,WV,,
11103,Mt. Pleasant,SC,,
11104,Buford,GA,,
11105,Turnersville,NJ,,
11106,Smithland,IA,,
11107,Tucson,AZ,,
11108,Longmont,CO,,
11109,Kalama,WA,,
11110,Johnson City,TN,,
11112,Sioux Falls,SD,,
11113,Niantic,CT,,
11114,Stevensville,MT,,
11115,Spokane,WA,,
11116,Moscow,ID,,
11117,Cheney,WA,,
11118,Sprague,WA,,
11119,Spokane,WA,,
11120,Fruitland,WA,,
11121,Amity,OR,,
11122,Boring,OR,,
11124,White Earth,MN,,
11125,Vancouver,WA,,
11126,Vaughn (Hwy 285; south of),NM,,
11127,Kingsford,MI,,
11128,Titusville,FL,,
11129,Key West,FL,,
11130,Loves Park,IL,,
11131,Kapaa,HI,,
11132,Leawood,KS,,
11134,St. James,NY,,
11135,Mercer Island,WA,,
11136,Weddington,NC,,
11137,Fort Collins,CO,,
11138,San Francisco,CA,,
11139,Grants Pass,OR,,
11141,Portland,OR,,
11142,Hughson,CA,,
11143,San Diego,CA,,
11144,Polk City,FL,,
11145,Paramus/Oradell/Haworth,NJ,,
11146,Orange,TX,,
11147,Carlsbad,CA,,
11148,Hastings On Hudson,NY,,
11149,Haslett,MI,,
11150,Sacramento,CA,,
11153,Williamsburg,VA,,
11154,Hurricane,UT,,
11155,Nashville,TN,,
11157,Albany,OR,,
11158,San Francisco,CA,,
11159,Rachel,NV,,
11160,Laughlin,NV,,
11161,Seattle (Shoreline),WA,,
11162,Atlanta,GA,,
11165,Rockaway Beach,NY,,
11167,Richmond,VA,,
11168,Worley,ID,,
11169,Delray Beach,FL,,
11170,Carlsbad,CA,,
11172,Reno,NV,,
11173,Austin,TX,,
11174,Los Angeles,CA,,
11175,Worland,WY,,
11177,Philadelphia,PA,,
11178,Annville,PA,,
11179,Caufield,MO,,
11180,Brookings,OR,,
11181,Rachel,WV,,
11182,Jackson,NJ,,
11183,Wall,NJ,,
11184,Cass Lake,MN,,
11185,Newport News,VA,,
11186,Tucson,AZ,,
11187,Ashby,MA,,
11188,Los Angeles County,CA,,
11189,Kalamazoo,MI,,
11190,Mesa,AZ,,
11191,Ayden,NC,,
11192,Hammon,OK,,
11193,Cape Coral,FL,,
11194,Carrollton,TX,,
11195,Cape Coral,FL,,
11196,Las Vegas,NV,,
11197,Safford & Duncan (between),AZ,,
11198,Alton,MO,,
11199,Reno,NV,,
11200,Coal Valley,IL,,
11201,Phoenix,AZ,,
11202,Miami Beach,FL,,
11203,Winlock (on Interstate 5),WA,,
11204,Los Gatos,CA,,
11205,Massillon,OH,,
11207,Weatherford,TX,,
11208,Jenison,MI,,
11209,Bremerton,WA,,
11210,Fayetteville,GA,,
11211,Cloverdale,CA,,
11212,Wheat RIdge,CO,,
11213,El Paso,TX,,
11215,Carlsbad/Leucaida,CA,,
11216,Scottsdale,AZ,,
11217,Wells,TX,,
11218,Newport,OR,,
11219,Tullahoma,TN,,
11220,Galena,KS,,
11221,Tijeras,NM,,
11222,Nebraska City,NE,,
11223,Winsted,CT,,
11224,Clinton,NJ,,
11225,Stroudsburg,PA,,
11227,Berkley,MI,,
11228,Burbank,CA,,
11229,Lancaster,PA,,
11230,Palm Bay,FL,,
11231,Yorkville,IL,,
11232,Cincinnati,OH,,
11233,Whittier,CA,,
11234,Hastings,MI,,
11235,Fincastle,VA,,
11238,Paris,TX,,
11239,Corona,CA,,
11240,Columbia,TN,,
11242,Parkersburg (outside of),WV,,
11243,,VA,,
11244,San Francisco,CA,,
11245,Greeneville,TN,,
11246,Baileyton,TN,,
11248,Dallas,TX,,
11250,Dana Point,CA,,
11251,Brentwood,TN,,
11252,Rome,GA,,
11253,Ukiah,CA,,
11254,Covina,CA,,
11255,Plain Dealing,LA,,
11256,Fort Collins,CO,,
11257,Laredo,TX,,
11260,Corpus Christi,TX,,
11261,Plano,TX,,
11263,Carlsbad,CA,,
11264,Havre,MT,,
11265,Arizona (above; in-flight),AZ,,
11266,Dallas,TX,,
11267,Wallace,NC,,
11269,Parkesburg,PA,,
11270,Harrisburg,PA,,
11271,Palmyra (near Hershey/Harrisburg),PA,,
11272,Lehigh Acres,FL,,
11273,Lehigh Acres,FL,,
11274,Virginia Beach,VA,,
11276,Hampton,FL,,
11277,New York City,NY,,
11278,New York City (Manhattan),NY,,
11279,West Memphis,AR,,
11280,Manhattan Beach,CA,,
11283,San Jose,CA,,
11284,San Jose,CA,,
11285,Philadelphia,PA,,
11286,Gulfport,MS,,
11287,Encinal,TX,,
11288,Garden Grove,CA,,
11289,Laguna Niguel,CA,,
11290,Gainesville,GA,,
11291,Anchorage,AK,,
11293,New Iberia,LA,,
11294,Miami,FL,,
11295,Colorado Springs/Fountain,CO,,
11296,Silver Springs,FL,,
11297,Spokane,WA,,
11298,Menifee,CA,,
11299,Shepherdstown,WV,,
11300,Easton,PA,,
11301,Somerville County,TX,,
11302,Jasper,AR,,
11303,Encinal,TX,,
11304,Phoenix,AZ,,
11305,Granite Bay,CA,,
11306,Concord,NH,,
11307,San Francisco,CA,,
11308,Madison,TN,,
11310,Billings,MT,,
11311,Napavine,WA,,
11312,Victorville,CA,,
11314,Liberty Twp,OH,,
11316,Newport News,VA,,
11317,Flippin,AR,,
11318,Carney,MD,,
11319,Mesa,AZ,,
11321,Islandia,NY,,
11322,Houston,TX,,
11323,Clementon,NJ,,
11324,New York City,NY,,
11326,Eustis,FL,,
11327,Garden Grove,CA,,
11328,Folcroft,PA,,
11329,Garden Grove,CA,,
11330,Hilton Head,SC,,
11331,Apache Junction,AZ,,
11332,Mesa,AZ,,
11333,Olympia,WA,,
11334,Sanford,FL,,
11335,Santa Barbara,CA,,
11336,Daytona Beach to Tampa,FL,,
11337,Port Neches,TX,,
11338,Orlando,FL,,
11339,Delray Beach,FL,,
11340,Fort Lauderdale,FL,,
11341,Monterey Park,CA,,
11342,Topeka,KS,,
11344,Newport,RI,,
11345,Eagle River,AK,,
11346,Edinboro,PA,,
11347,Mattituck,NY,,
11348,Sayville,NY,,
11349,Lake Buena Vista,FL,,
11350,Lake Buena Vista,FL,,
11351,Hampton,NH,,
11353,Eugene,OR,,
11354,Flushing,NY,,
11355,Phoenix,AZ,,
11357,Fishers,IN,,
11358,Hancock (10 miles east),MD,,
11359,Lancaster,PA,,
11360,Inverness,FL,,
11361,Marietta,GA,,
11363,Canyon Country,CA,,
11364,Butte,MT,,
11365,Salton Sea,CA,,
11366,Anchorage,AK,,
11367,Anchorage,AK,,
11368,Sayre,PA,,
11369,Los Lunas,NM,,
11370,Carriere,MS,,
11372,Shelby,NC,,
11373,Westfir/Seattle,OR,,
11374,Pacific,WA,,
11375,Fulton,TX,,
11376,Las Cruces,NM,,
11377,Yakima,WA,,
11378,Sacramento,CA,,
11379,Huron County,OH,,
11380,Pope AFB,NC,,
11381,Jacksonville,FL,,
11382,Fort Atkinson,WI,,
11383,Clarkston/Lewiston,WA,,
11384,Raleigh,NC,,
11385,Joseph,OR,,
11386,Augusta,GA,,
11387,Montcalm,WV,,
11389,Greenbrier,AR,,
11390,Napa,CA,,
11391,Kaysville,UT,,
11392,Hatteras Village,NC,,
11393,Edinboro,PA,,
11395,Valrico,FL,,
11396,Albuquerque,NM,,
11397,Cape Elizabeth,ME,,
11398,Berkeley,CA,,
11399,Benson,AZ,,
11400,Orange,CA,,
11401,Jamestown,NY,,
11402,Owasso,OK,,
11403,Wolfforth,TX,,
11404,Solvang,CA,,
11405,Phoenix,AZ,,
11406,Freer,TX,,
11407,Rayne,LA,,
11408,Wichita Falls,TX,,
11409,Redlands,CA,,
11410,Los Angeles,CA,,
11411,Los Angeles,CA,,
11413,Sioux Falls,SD,,
11414,San Diego,CA,,
11415,Sykesville,PA,,
11416,Hastings,MI,,
11417,Las Cruces,NM,,
11418,Minster,OH,,
11419,Santa Barbara,CA,,
11420,Chandler,AZ,,
11421,Hamlin,NY,,
11422,Paris,TX,,
11423,Modesto,CA,,
11424,Sedona,AZ,,
11425,Campbell Hall,NY,,
11426,Canonsburg,PA,,
11427,Meridian,ID,,
11428,Tahoe City,CA,,
11429,Tahoe City,CA,,
11430,Hazard,KY,,
11431,Union,NJ,,
11432,Torrance,CA,,
11433,Scottsdale,AZ,,
11434,Gallup,NM,,
11435,Berkeley,CA,,
11436,Albuquerque,NM,,
11437,Litchfield Park,AZ,,
11438,Liverpool,NY,,
11439,Chicago,IL,,
11441,Liberty Twp,OH,,
11442,Amelia,OH,,
11443,Salt Lake City,UT,,
11444,Graton,CA,,
11445,Fort Wayne,IN,,
11446,Lanett,AL,,
11447,Center,TX,,
11448,McComb,OH,,
11449,Covington,LA,,
11450,Gallup,NM,,
11451,Austin,TX,,
11452,Nampa,ID,,
11453,Reno,NV,,
11454,Baltimore,MD,,
11455,Fremont,CA,,
11456,Woodstock,GA,,
11457,Lake Isabella,CA,,
11458,Charlotte,NC,,
11459,Isabella,CA,,
11460,Melbourne,FL,,
11461,Charlotte,NC,,
11462,Charlotte,NC,,
11463,Calabasas,CA,,
11464,Lexington,KY,,
